Index	p_value	Fold_Change	type	-Log10P	Log2FC	
Q9D1C8	0.568636633	0.943132623	Insignificant	0.245165166	-0.084467438	
E9Q0S6	0.820951774	0.943152025	Insignificant	0.085682354	-0.08443776	
Q9Z2U0	0.661621143	0.943214879	Insignificant	0.179390625	-0.084341619	
Q62384	0.773405291	0.943261289	Insignificant	0.111592861	-0.084270634	
Q9WU78	0.643509209	0.943356501	Insignificant	0.191445234	-0.084125016	
Q91WB4	0.380478019	0.943550815	Insignificant	0.419670428	-0.083827879	
Q99MN1	0.727189276	0.944016864	Insignificant	0.138352535	-0.083115462	
Q8BZ20	0.696461123	0.944364039	Insignificant	0.157103121	-0.08258499	
P60060	0.630819526	0.944381358	Insignificant	0.200094872	-0.082558532	
P58710	0.190221708	0.944441837	Insignificant	0.720739924	-0.082466144	
Q80TH2	0.128224198	0.944853369	Insignificant	0.892030007	-0.081837638	
Q9R1P1	0.116763342	0.945024844	Insignificant	0.932693482	-0.081575838	
Q9CQT1	0.718502889	0.945083581	Insignificant	0.143571481	-0.081486172	
Q99JX7	0.644409036	0.94516181	Insignificant	0.190838379	-0.081366758	
P14206	0.835612601	0.945285189	Insignificant	0.077995019	-0.081178444	
P35550	0.900752979	0.945405204	Insignificant	0.045394293	-0.080995288	
Q8JZM7	0.555739026	0.945629116	Insignificant	0.255129104	-0.080653638	
P01942	0.853831856	0.945900102	Insignificant	0.068627646	-0.080240269	
P51410	0.833126789	0.946111307	Insignificant	0.079288901	-0.079918173	
P59017	0.731948973	0.946476179	Insignificant	0.135519194	-0.079361899	
Q9WU40	0.595136051	0.946572493	Insignificant	0.225383741	-0.079215096	
Q03734	0.516644056	0.946686497	Insignificant	0.286808563	-0.07904135	
Q8BYC6	0.836502794	0.946714417	Insignificant	0.077532604	-0.078998803	
Q8C0C7	0.524968573	0.946791949	Insignificant	0.279866694	-0.078880657	
P61205;P84078	0.789945069	0.946875951	Insignificant	0.102403107	-0.078752663	
P58389	0.587620329	0.947024221	Insignificant	0.230903188	-0.07852677	
O09174	0.949234887	0.947130722	Insignificant	0.022626308	-0.078364537	
P62897	0.643509209	0.947252215	Insignificant	0.191445234	-0.078179487	
Q9DAS9	0.981437329	0.947707357	Insignificant	0.008137428	-0.077486458	
E9PYK3	0.937893145	0.947896744	Insignificant	0.027846639	-0.077198182	
Q99PV0	0.589840831	0.947931296	Insignificant	0.229265168	-0.077145596	
P14824	0.904219765	0.947949369	Insignificant	0.043726004	-0.077118089	
Q62261	0.646562741	0.948171679	Insignificant	0.189389326	-0.076779792	
P80317	0.706826651	0.949210988	Insignificant	0.150687084	-0.075199293	
P97742	0.711528374	0.949263159	Insignificant	0.147807777	-0.075120002	
Q9CQH7	0.984890054	0.949303051	Insignificant	0.006612248	-0.075059375	
O88738	0.981067041	0.949841842	Insignificant	0.008301314	-0.074240784	
Q8BGQ7	0.797659144	0.94992478	Insignificant	0.098182652	-0.074114817	
Q9DBJ1	0.908208922	0.950785163	Insignificant	0.041814236	-0.072808705	
P08122	0.993774021	0.951141939	Insignificant	0.002712361	-0.072267444	
O35343	0.422631989	0.951450165	Insignificant	0.374037634	-0.071800001	
Q99LX0	0.868282571	0.951930464	Insignificant	0.061338917	-0.071071903	
Q8C0Z1	0.969508757	0.951961723	Insignificant	0.013448264	-0.071024528	
O88533	0.853968149	0.952299861	Insignificant	0.068558327	-0.070512173	
Q99LC9	0.444412431	0.952529044	Insignificant	0.352213802	-0.070165012	
P00375	0.896344544	0.952584213	Insignificant	0.047525021	-0.070081456	
P01868;P01869	0.348870604	0.952726463	Insignificant	0.457335622	-0.069866032	
P25444	0.849777072	0.952800956	Insignificant	0.070694991	-0.069753235	
B2RX12	0.835652095	0.953074914	Insignificant	0.077974494	-0.069338477	
Q99K01	0.840569322	0.953295352	Insignificant	0.075426464	-0.069004832	
P46460	0.835652095	0.95346776	Insignificant	0.077974494	-0.068743938	
Q8K2Q7	0.762245831	0.953699221	Insignificant	0.117904942	-0.068393756	
Q5EBG8	0.782717932	0.95370767	Insignificant	0.106394716	-0.068380975	
P61222	0.626209855	0.954133351	Insignificant	0.203280102	-0.067737181	
Q9CYZ2	0.524968573	0.954297716	Insignificant	0.279866694	-0.067488675	
Q9CQX2	0.904219765	0.954414482	Insignificant	0.043726004	-0.067312161	
Q8VDC0	0.56464335	0.954418142	Insignificant	0.248225783	-0.067306628	
Q8C854	0.939892087	0.954645977	Insignificant	0.026922007	-0.066962275	
Q8K2K6	0.986322928	0.954787209	Insignificant	0.005980871	-0.066748856	
Q9D711	0.310057365	0.9549159	Insignificant	0.508557948	-0.066554415	
Q8R1U1	0.942890594	0.955015059	Insignificant	0.025538697	-0.066404612	
Q8BHL8	0.964307091	0.955206401	Insignificant	0.01578464	-0.066115591	
Q61187	0.801582734	0.955312318	Insignificant	0.096051646	-0.065955628	
O55142	0.602721492	0.955769514	Insignificant	0.219883322	-0.065265344	
Q9CQU3	0.854892259	0.955807159	Insignificant	0.068088615	-0.065208521	
Q61009	0.976403869	0.955846269	Insignificant	0.010370508	-0.06514949	
P55096	0.73938113	0.95594248	Insignificant	0.131131638	-0.065004282	
O35488	0.238953913	0.955962357	Insignificant	0.621685853	-0.064974284	
Q6P8J2	0.528449008	0.956088678	Insignificant	0.276996913	-0.064783659	
P39447	0.779444127	0.956177978	Insignificant	0.108215011	-0.064648916	
Q99LF4	0.534886946	0.956235951	Insignificant	0.271738001	-0.064561448	
P97807	0.06989619	0.956250308	Insignificant	1.155546497	-0.064539788	
Q9ET22	0.375848874	0.956334187	Insignificant	0.424986746	-0.064413244	
Q3TC93	0.79105059	0.956404234	Insignificant	0.101795741	-0.064307579	
Q6PD03	0.944777587	0.95659088	Insignificant	0.024670418	-0.064026058	
P62264	0.896515761	0.956615543	Insignificant	0.047442071	-0.063988863	
Q99LG2	0.990834576	0.956821995	Insignificant	0.003998847	-0.063677542	
O35711	0.597186696	0.957021935	Insignificant	0.223889876	-0.063376104	
Q8BWN8	0.226440961	0.957051899	Insignificant	0.645045011	-0.063330934	
O35344	0.918547757	0.957173776	Insignificant	0.036898259	-0.063147223	
Q9Z224	0.852593937	0.957228672	Insignificant	0.06925776	-0.063064484	
P26231	0.918012381	0.957347025	Insignificant	0.037151461	-0.062886118	
P56812	0.905823872	0.957847416	Insignificant	0.042956238	-0.06213224	
Q80UU9	0.420270061	0.95823203	Insignificant	0.376471547	-0.061553057	
Q8VCI0	0.335933289	0.958492531	Insignificant	0.473746958	-0.061160905	
P63154	0.380478019	0.95849578	Insignificant	0.419670428	-0.061156015	
O54984	0.305409143	0.95849873	Insignificant	0.515117966	-0.061151575	
Q8R2K1	0.673787229	0.958721709	Insignificant	0.171477225	-0.060815995	
Q9D8W5	0.955005647	0.958844304	Insignificant	0.01999406	-0.060631524	
Q9Z0S1	0.850617632	0.958888068	Insignificant	0.070265619	-0.060565678	
P51880	0.777350483	0.959039117	Insignificant	0.109383127	-0.060338435	
Q78PG9	0.743720972	0.959049491	Insignificant	0.128589972	-0.060322829	
Q5XG73	0.402719113	0.95908921	Insignificant	0.394997759	-0.06026308	
P37040	0.247230289	0.959475583	Insignificant	0.606898323	-0.059682003	
Q8BK64	0.881865612	0.960380588	Insignificant	0.054597592	-0.058321852	
Q3UQ44	0.29782808	0.960390982	Insignificant	0.526034358	-0.058306237	
Q8CG14	0.761247475	0.960393253	Insignificant	0.118474135	-0.058302826	
Q9Z2X1	0.750516885	0.960648274	Insignificant	0.124639532	-0.057919787	
Q9R0P6	0.928812247	0.961381267	Insignificant	0.032072067	-0.056819402	
P42932	0.964307091	0.961618818	Insignificant	0.01578464	-0.056462966	
P61202	0.564222032	0.961831643	Insignificant	0.24854996	-0.056143705	
P28665	0.955005647	0.962493121	Insignificant	0.01999406	-0.055151865	
Q9CXW4	0.896344544	0.962672741	Insignificant	0.047525021	-0.054882655	
P11983	0.929245608	0.962703348	Insignificant	0.031869483	-0.054836787	
Q9D0F3	0.789203586	0.962833385	Insignificant	0.10281095	-0.054641928	
P97789	0.87079733	0.962911974	Insignificant	0.060082911	-0.054524177	
Q8CC88	0.465975622	0.962927817	Insignificant	0.331636803	-0.05450044	
Q8BVG4	0.956099523	0.963660674	Insignificant	0.019496898	-0.053402864	
Q61249	0.429395801	0.963758367	Insignificant	0.367142207	-0.053256615	
Q8BGI5	0.797306107	0.963792411	Insignificant	0.098374909	-0.053205653	
Q9CQS8	0.22277058	0.963832207	Insignificant	0.652142164	-0.053146085	
Q9QUH0	0.94054209	0.963901631	Insignificant	0.026621765	-0.053042172	
Q571I9	0.981067041	0.963916984	Insignificant	0.008301314	-0.053019193	
P61804	0.879363878	0.964399551	Insignificant	0.055831378	-0.052297115	
P63242	0.957422503	0.964443016	Insignificant	0.018896369	-0.052232096	
O55229	0.883536531	0.965287798	Insignificant	0.053775489	-0.050968952	
Q9D5V5	0.903503863	0.965371297	Insignificant	0.044069986	-0.050844162	
P54818	0.773405291	0.965526657	Insignificant	0.111592861	-0.050612004	
Q91WK1	0.530435303	0.965532515	Insignificant	0.275367579	-0.050603251	
Q8BX70	0.955996214	0.965963384	Insignificant	0.019543828	-0.049959591	
P50428	0.804875123	0.965975937	Insignificant	0.094271495	-0.049940844	
Q8CGY8	0.78217912	0.966783879	Insignificant	0.106693781	-0.048734679	
Q5XJY4	0.896344544	0.966861312	Insignificant	0.047525021	-0.048619132	
Q64012	0.128898483	0.966883788	Insignificant	0.889752195	-0.048585596	
P11930	0.908613112	0.966973859	Insignificant	0.041621	-0.048451206	
Q922J3	0.820555009	0.96698873	Insignificant	0.085892299	-0.048429019	
Q9R0M5	0.462293114	0.967050604	Insignificant	0.335082576	-0.048336709	
Q9QUR7	0.831771287	0.967518157	Insignificant	0.079996076	-0.047639358	
Q80WJ7	0.852593937	0.967554091	Insignificant	0.06925776	-0.047585777	
Q8BK08	0.794632958	0.967567668	Insignificant	0.099833426	-0.047565534	
O54754	0.067269617	0.967823264	Insignificant	1.172181044	-0.047184477	
P45377	0.831771287	0.968037622	Insignificant	0.079996076	-0.046864977	
Q8VI47	0.808270857	0.96806211	Insignificant	0.09244308	-0.046828482	
P17225	0.773405291	0.968128874	Insignificant	0.111592861	-0.046728988	
Q64516	0.02842131	0.968133352	Insignificant	1.546355902	-0.046722316	
Q9CZG3	0.655691573	0.968375764	Insignificant	0.183300398	-0.046361123	
Q99K23	0.519379986	0.968381188	Insignificant	0.28451479	-0.046353042	
P84091	0.362722821	0.968423813	Insignificant	0.440425119	-0.04628954	
Q99M28	0.907662323	0.968557226	Insignificant	0.042075692	-0.046090804	
Q9D6Y7	0.832902359	0.968602036	Insignificant	0.079405908	-0.04602406	
Q8VDQ1	0.614747399	0.969227381	Insignificant	0.2113033	-0.045092933	
Q9DCN1	0.952947374	0.969260934	Insignificant	0.020931082	-0.04504299	
Q7TQK5	0.655691573	0.969284201	Insignificant	0.183300398	-0.045008359	
P97390	0.855527174	0.969581274	Insignificant	0.067766192	-0.04456626	
Q02053	0.585182839	0.969582061	Insignificant	0.232708419	-0.044565088	
Q9D892	0.91441061	0.969728074	Insignificant	0.038858743	-0.044347844	
Q6PAR5	0.345715065	0.969840145	Insignificant	0.461281696	-0.044181123	
Q9D8U8	0.517444766	0.970243483	Insignificant	0.286136002	-0.043581257	
Q9Z1R2	0.951052589	0.970390242	Insignificant	0.021795468	-0.043363052	
Q6PDN3	0.294069902	0.97052803	Insignificant	0.531549424	-0.043158215	
Q00PI9	0.903360862	0.970752874	Insignificant	0.044138729	-0.042824022	
Q91X91	0.504996746	0.970938274	Insignificant	0.29671142	-0.042548513	
P70195	0.852621539	0.971024658	Insignificant	0.069243701	-0.042420163	
Q9CPX6	0.984151762	0.971153267	Insignificant	0.006937926	-0.042229095	
P06339	0.993462177	0.971225838	Insignificant	0.002848663	-0.042121292	
Q9EQH3	0.464006459	0.971492842	Insignificant	0.333475974	-0.041724729	
Q9DB26	0.99334247	0.971544803	Insignificant	0.002900996	-0.041647568	
Q8BTV2	0.503667858	0.97177491	Insignificant	0.297855763	-0.041305911	
O70251	0.955005647	0.97182282	Insignificant	0.01999406	-0.041234786	
P60122	0.87079733	0.972005046	Insignificant	0.060082911	-0.040964292	
Q9CX34	0.772397934	0.972321633	Insignificant	0.112158896	-0.040494475	
Q922E4	0.827194702	0.97282032	Insignificant	0.082392256	-0.039754732	
Q8BHG1	0.411081038	0.972918007	Insignificant	0.386072555	-0.039609868	
Q9D0L7	0.665663682	0.973008065	Insignificant	0.176745137	-0.039476331	
P31428	0.789842142	0.973132699	Insignificant	0.102459698	-0.039291547	
P61982	0.856746795	0.973283659	Insignificant	0.067147511	-0.039067762	
O54734	0.903681115	0.973287948	Insignificant	0.043984793	-0.039061405	
Q9JMH9	0.718502889	0.973313621	Insignificant	0.143571481	-0.03902335	
Q9Z0L8	0.822335794	0.973632925	Insignificant	0.084950805	-0.038550139	
Q91WT9	0.97914061	0.97367389	Insignificant	0.009154937	-0.03848944	
Q8BT60	0.691451749	0.973781588	Insignificant	0.16023812	-0.038329872	
Q3UDR8	0.990934375	0.973856757	Insignificant	0.003955106	-0.03821851	
P70333	0.867895442	0.973960799	Insignificant	0.061532592	-0.038064388	
Q64378	0.822335794	0.974096524	Insignificant	0.084950805	-0.037863358	
P46638	0.514960975	0.974221926	Insignificant	0.288225681	-0.037677643	
Q9DCC7	0.0953891	0.974314279	Insignificant	1.02050125	-0.037540886	
P63323	0.728260641	0.974468659	Insignificant	0.137713161	-0.037312309	
P47955	0.473740009	0.974657749	Insignificant	0.324459936	-0.037032389	
Q99K48	0.504406242	0.974747317	Insignificant	0.297219548	-0.036899817	
Q8BSL7	0.635726909	0.974789176	Insignificant	0.196729406	-0.036837864	
O35286	0.448977592	0.974808132	Insignificant	0.347775333	-0.036809809	
Q99N16	0.984898675	0.974916255	Insignificant	0.006608447	-0.036649798	
Q9D273	0.000891954	0.975192512	Insignificant	3.049657303	-0.036241047	
Q6ZWX6	0.524355379	0.975288205	Insignificant	0.280374272	-0.036099486	
Q99LB2	0.182294703	0.975303209	Insignificant	0.739225951	-0.036077292	
Q9D6Y9	0.892427481	0.975455236	Insignificant	0.049427065	-0.035852427	
Q3UMF0	0.936114722	0.975457875	Insignificant	0.028670925	-0.035848523	
P61255	0.67867645	0.975821998	Insignificant	0.16833722	-0.035310088	
Q8BP67	0.906326739	0.975945096	Insignificant	0.042715207	-0.035128107	
Q8K268	0.714487167	0.976028362	Insignificant	0.146005567	-0.035005023	
Q9D0E1	0.990834576	0.976196057	Insignificant	0.003998847	-0.03475717	
Q80XL6	0.195030018	0.976296269	Insignificant	0.70989854	-0.034609078	
Q3TAS6	0.410840345	0.976410125	Insignificant	0.386326915	-0.03444084	
Q8CAY6	0.389746745	0.976484443	Insignificant	0.409217503	-0.034331035	
Q8CE96	0.972924699	0.976526899	Insignificant	0.011920771	-0.034268311	
O88952	0.952924053	0.976700676	Insignificant	0.020941711	-0.034011599	
Q91X34	0.373668515	0.97672908	Insignificant	0.427513494	-0.033969645	
Q8BUE4	0.324147455	0.976913471	Insignificant	0.489257384	-0.033697313	
Q62418	0.703644112	0.976961296	Insignificant	0.152646942	-0.033626686	
O54950	0.732791717	0.977090928	Insignificant	0.135019448	-0.03343527	
Q9DBG6	0.555114076	0.977160609	Insignificant	0.25561776	-0.033332388	
P14131	0.502790673	0.977169718	Insignificant	0.298612787	-0.033318939	
P32261	0.903076974	0.977497658	Insignificant	0.044275231	-0.032834849	
Q9CQ22	0.49657592	0.977607147	Insignificant	0.304014344	-0.032673262	
Q9Z0K8	0.445693987	0.977787219	Insignificant	0.350963225	-0.032407547	
Q8VDN2	0.884091346	0.977990683	Insignificant	0.053502861	-0.032107374	
P50396	0.504996746	0.978301819	Insignificant	0.29671142	-0.031648471	
O55128	0.977214244	0.978326627	Insignificant	0.010010211	-0.031611887	
Q7TT50	0.673385449	0.978364555	Insignificant	0.171736272	-0.031555958	
P22892	0.62568763	0.978369363	Insignificant	0.203642431	-0.031548868	
B2RXC1	0.762245831	0.978377577	Insignificant	0.117904942	-0.031536755	
P22907	0.402719113	0.978788162	Insignificant	0.394997759	-0.030931442	
Q6P3A8	0.414029696	0.979438804	Insignificant	0.382968508	-0.02997274	
O35643	0.979828581	0.979554765	Insignificant	0.008849897	-0.029801942	
Q921F2	0.953604292	0.979592735	Insignificant	0.020631803	-0.029746021	
Q8BTY1	0.856471223	0.979700984	Insignificant	0.067287224	-0.029586606	
Q3V009	0.87180897	0.979922566	Insignificant	0.059578667	-0.029260344	
P26262	0.658233778	0.979929645	Insignificant	0.181619835	-0.029249921	
Q9D1L9	0.992244818	0.980180134	Insignificant	0.00338116	-0.028881187	
Q9CR86	0.95054563	0.9802227	Insignificant	0.022027031	-0.028818537	
P11859	0.951716672	0.980464818	Insignificant	0.021492323	-0.028462232	
Q3V3R4	0.891963387	0.980539305	Insignificant	0.049652972	-0.028352633	
Q5SWU9	0.955996214	0.980618137	Insignificant	0.019543828	-0.02823665	
Q5U5V2	0.915410805	0.980711458	Insignificant	0.038383966	-0.028099361	
Q9D2V7	0.896344544	0.980827083	Insignificant	0.047525021	-0.027929279	
Q921N6	0.767142402	0.980845362	Insignificant	0.115124012	-0.027902392	
Q91YQ5	0.503034109	0.980847484	Insignificant	0.298402566	-0.027899271	
Q9CZX9	0.594834502	0.98101793	Insignificant	0.225603849	-0.02764859	
P63005	0.305409143	0.981252658	Insignificant	0.515117966	-0.027303439	
Q91YI0	0.053519047	0.981551128	Insignificant	1.271491627	-0.026864677	
Q99JI4	0.869078556	0.981660075	Insignificant	0.060940966	-0.026704554	
P26369	0.789842142	0.981867473	Insignificant	0.102459698	-0.026399784	
Q9WVB0	0.170316099	0.982059723	Insignificant	0.768744298	-0.026117332	
Q8BIP0	0.875771702	0.982266609	Insignificant	0.057609092	-0.025813438	
E9Q394	0.737122313	0.982350938	Insignificant	0.132460442	-0.025689585	
Q9Z1M4	0.571270438	0.982403015	Insignificant	0.243158249	-0.025613106	
P62331	0.869078556	0.982412164	Insignificant	0.060940966	-0.025599671	
Q8CGC7	0.816847659	0.98249616	Insignificant	0.087858931	-0.025476326	
Q02819	0.695020413	0.982688566	Insignificant	0.15800244	-0.025193825	
Q8VCI5	0.566104153	0.982694771	Insignificant	0.247103659	-0.025184716	
P04919	0.996429696	0.982784227	Insignificant	0.001553338	-0.025053392	
Q9DBN5	0.303092284	0.982886476	Insignificant	0.518425119	-0.024903301	
Q9CQV6	0.955005647	0.982966972	Insignificant	0.01999406	-0.024785152	
Q91YR1	0.756832664	0.98310779	Insignificant	0.121000133	-0.02457849	
O08638	0.810578857	0.983155985	Insignificant	0.091204729	-0.024507766	
Q05D44	0.851258002	0.9832259	Insignificant	0.069938793	-0.024405176	
Q99MZ7	0.33224253	0.98323696	Insignificant	0.478544775	-0.024388947	
O88843	0.985129686	0.983325252	Insignificant	0.006506594	-0.024259402	
P18581	0.897478961	0.983337757	Insignificant	0.046975723	-0.024241055	
Q8BSF4	0.41145368	0.983598126	Insignificant	0.385679049	-0.023859109	
A3KMP2	0.125468784	0.98396547	Insignificant	0.901464309	-0.023320407	
Q80WC7	0.898886845	0.984083267	Insignificant	0.046294975	-0.023147703	
O08677	0.372682908	0.984140789	Insignificant	0.428660524	-0.023063376	
Q8BWM0	0.108977152	0.984150927	Insignificant	0.962664548	-0.023048514	
O70378	0.570281234	0.984160052	Insignificant	0.243910919	-0.023035138	
Q9QUR6	0.892427481	0.98461554	Insignificant	0.049427065	-0.022367585	
Q9D662	0.517081554	0.984978104	Insignificant	0.286440955	-0.02183644	
Q7TMS5	0.33224253	0.985071658	Insignificant	0.478544775	-0.021699419	
Q9D7X3	0.772397934	0.98510666	Insignificant	0.112158896	-0.021648157	
Q61830	0.743720972	0.985606083	Insignificant	0.128589972	-0.020916935	
P19157	0.626721099	0.985862102	Insignificant	0.202925684	-0.020542232	
Q9Z2A9	0.784649753	0.985894966	Insignificant	0.105324158	-0.02049414	
P30999	0.594834502	0.985938192	Insignificant	0.225603849	-0.020430887	
Q9CZ44	0.619472073	0.986001668	Insignificant	0.207978267	-0.020338008	
